d_bathrobes,d_bathtub,d_bidet,d_carbon_monoxide_alarm,d_cleaning_before_checkout,d_dining_table,d_dishwasher,d_elevator,d_fire_extinguisher,d_first_aid_kit,d_hair_dryer,d_hangers,d_host_greets_you,d_hot_tub,d_hot_water,d_housekeeping,d_indoor_fireplace,d_iron,d_keypad,d_pets_allowed,d_pool,d_self_checkin,d_smart_lock,d_smoke_alarm,d_smoking_allowed,d_wifi,d_tv,d_air_conditioning,d_washer,d_sound_system,d_stove_or_oven,d_dryer,d_workspace,d_refrigerator,d_free_parking,d_kid_friendly,d_heating,d_bedroom_essentials,d_kitchenware,d_entertainment,d_clothing_storage,d_toiletries,d_fitness_centre,d_garden_backyard_balcony_agg,d_kitchen,d_safe_box,d_essentials,f_property_type,f_neighbourhood_cleansed,euro_price_day,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_bedrooms,n_minimum_nights,n_beds,n_reviews_per_month,price,id,neighbourhood_cleansed,property_type,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,ln_bedrooms,ln_number_of_reviews,f_bedroom,f_bathroom,f_number_of_reviews,f_minimum_nights,flag_review_scores_rating,flag_reviews_per_month,flag_n_number_of_reviews
0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Kurfürstendamm,79,2,1,94,7,1,30,2,0.13,79,11562999,Kurfürstendamm,Entire apartment,4.3694478524670215,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,0,2.0794415416798357,1,2,2,3,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,Entire apartment,Karl-Marx-Allee-Nord,79,3,1,93,49,2,4,2,0.86,79,11566528,Karl-Marx-Allee-Nord,Entire apartment,4.3694478524670215,9,1.0986122886681098,1.206948960812582,0.6931471805599453,0.6931471805599453,3.912023005428146,2,2,2,3,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,Entire condominium,Rixdorf,49,3,1,98,10,1,3,2,0.17,49,11569252,Rixdorf,Entire condominium,3.8918202981106265,9,1.0986122886681098,1.206948960812582,0.6931471805599453,0,2.3978952727983707,1,2,2,3,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,Entire loft,Rixdorf,71,3,1,96,24,1,5,2,0.42,71,11571155,Rixdorf,Entire loft,4.2626798770413155,9,1.0986122886681098,1.206948960812582,0.6931471805599453,0,3.2188758248682006,1,2,2,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Westend,60,2,1,97,0,1,1,1,0.33,60,11576991,Westend,Entire apartment,4.0943445622221,4,0.6931471805599453,0.4804530139182014,0,0,0,1,2,1,1,1,1,1
0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,Entire apartment,Regierungsviertel,320,6,1,87,20,3,2,4,1.21,320,11577841,Regierungsviertel,Entire apartment,5.768320995793772,36,1.791759469228055,3.210401995568401,1.3862943611198906,1.0986122886681098,3.044522437723423,3,2,2,2,0,0,0
0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,Entire apartment,Regierungsviertel,95,6,1,78,8,3,30,5,0.18,95,11578003,Regierungsviertel,Entire apartment,4.553876891600541,36,1.791759469228055,3.210401995568401,1.6094379124341003,1.0986122886681098,2.1972245773362196,3,2,2,3,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,Entire apartment,Regierungsviertel,85,4,1,96,5,2,30,4,0.17,85,11578139,Regierungsviertel,Entire apartment,4.442651256490317,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,0.6931471805599453,1.791759469228055,2,2,2,3,0,0,0
0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,Entire apartment,Schöneberg-Süd,90,4,1,92,12,1,3,4,0.24,90,11579227,Schöneberg-Süd,Entire apartment,4.499809670330265,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,0,2.5649493574615367,1,2,2,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Moabit West,45,2,1,93,13,1,3,1,0.22,45,11584892,Moabit West,Entire apartment,3.8066624897703196,4,0.6931471805599453,0.4804530139182014,0,0,2.6390573296152584,1,2,2,3,0,0,0
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Schöneberg-Süd,99,4,1,80,1,1,5,2,0.02,99,11586412,Schöneberg-Süd,Entire apartment,4.59511985013459,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0,0.6931471805599453,1,2,2,3,0,0,0
0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Entire apartment,Schöneberg-Nord,38,2,1,100,10,1,90,1,0.18,38,11588697,Schöneberg-Nord,Entire apartment,3.6375861597263857,4,0.6931471805599453,0.4804530139182014,0,0,2.3978952727983707,1,2,2,3,0,0,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Entire apartment,Drakestr.,170,6,1,89,14,3,2,6,0.26,170,11595573,Drakestr.,Entire apartment,5.135798437050262,36,1.791759469228055,3.210401995568401,1.791759469228055,1.0986122886681098,2.70805020110221,3,2,2,2,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,Entire apartment,Tempelhofer Vorstadt,80,3,1,95,50,1,2,0,0.88,80,11596662,Tempelhofer Vorstadt,Entire apartment,4.382026634673881,9,1.0986122886681098,1.206948960812582,0,0,3.9318256327243257,1,2,2,2,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Neuköllner Mitte/Zentrum,60,4,1,60,1,2,1,2,0.02,60,11596683,Neuköllner Mitte/Zentrum,Entire apartment,4.0943445622221,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0.6931471805599453,0.6931471805599453,2,2,2,1,0,0,0
0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Reuterstraße,45,4,1,100,2,2,1,2,0.03,45,11597360,Reuterstraße,Entire apartment,3.8066624897703196,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0.6931471805599453,1.0986122886681098,2,2,2,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,Entire apartment,Alexanderplatz,121,4,1,88,123,1,4,2,2.11,121,11598037,Alexanderplatz,Entire apartment,4.795790545596741,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0,4.820281565605037,1,2,3,3,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Frankfurter Allee Süd FK,64,2,1,95,4,1,2,1,0.07,64,11600442,Frankfurter Allee Süd FK,Entire apartment,4.1588830833596715,4,0.6931471805599453,0.4804530139182014,0,0,1.6094379124341003,1,2,2,2,0,0,0
0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,Entire condominium,Brunnenstr. Süd,82,3,1,96,87,1,3,2,1.69,82,11606080,Brunnenstr. Süd,Entire condominium,4.406719247264253,9,1.0986122886681098,1.206948960812582,0.6931471805599453,0,4.477336814478207,1,2,3,3,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Rixdorf,40,2,1,97,3,1,1,2,0.05,40,11606686,Rixdorf,Entire apartment,3.6888794541139363,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,0,1.3862943611198906,1,2,2,1,1,0,0
0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,Entire apartment,Reuterstraße,50,4,1,93,115,1,2,2,1.97,50,11606881,Reuterstraße,Entire apartment,3.912023005428146,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0,4.7535901911063645,1,2,3,2,0,0,0
0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,Entire apartment,Reuterstraße,49,3,1,93,139,1,3,2,2.54,49,11613614,Reuterstraße,Entire apartment,3.8918202981106265,9,1.0986122886681098,1.206948960812582,0.6931471805599453,0,4.941642422609304,1,2,3,3,0,0,0
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Schöneberg-Nord,30,2,1,95,4,1,3,1,0.07,30,11617211,Schöneberg-Nord,Entire apartment,3.4011973816621555,4,0.6931471805599453,0.4804530139182014,0,0,1.6094379124341003,1,2,2,3,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Neuköllner Mitte/Zentrum,45,4,1,100,4,2,4,3,0.07,45,11620103,Neuköllner Mitte/Zentrum,Entire apartment,3.8066624897703196,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,0.6931471805599453,1.6094379124341003,2,2,2,3,0,0,0
0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,Entire apartment,Mierendorffplatz,78,4,1,97,114,2,31,3,1.99,78,11627489,Mierendorffplatz,Entire apartment,4.356708826689592,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,0.6931471805599453,4.74493212836325,2,2,3,3,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Entire apartment,Frankfurter Allee Süd FK,60,4,1,97,0,1,1,2,0.33,60,11643718,Frankfurter Allee Süd FK,Entire apartment,4.0943445622221,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0,0,1,2,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Rixdorf,50,2,1,97,0,1,2,2,0.33,50,11644549,Rixdorf,Entire apartment,3.912023005428146,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,0,0,1,2,1,2,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Entire apartment,südliche Luisenstadt,65,4,1,97,0,2,7,2,0.33,65,11646730,südliche Luisenstadt,Entire apartment,4.174387269895637,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0.6931471805599453,0,2,2,1,3,1,1,1
0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,Entire apartment,Alexanderplatz,75,4,1,96,228,1,3,2,3.96,75,11648023,Alexanderplatz,Entire apartment,4.31748811353631,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0,5.43372200355424,1,2,3,3,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Brunnenstr. Süd,70,2,1,97,1,1,1,1,0.02,70,11648914,Brunnenstr. Süd,Entire apartment,4.248495242049359,4,0.6931471805599453,0.4804530139182014,0,0,0.6931471805599453,1,2,2,1,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Entire apartment,Drakestr.,170,6,1,89,9,2,2,4,0.16,170,11654448,Drakestr.,Entire apartment,5.135798437050262,36,1.791759469228055,3.210401995568401,1.3862943611198906,0.6931471805599453,2.302585092994046,2,2,2,2,0,0,0
0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,Entire apartment,Prenzlauer Berg Nordwest,34,4,1,96,236,1,2,2,4.1,34,11654786,Prenzlauer Berg Nordwest,Entire apartment,3.5263605246161616,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0,5.4680601411351315,1,2,3,2,0,0,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Entire apartment,Drakestr.,85,2,1,90,2,1,2,2,0.04,85,11654916,Drakestr.,Entire apartment,4.442651256490317,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,0,1.0986122886681098,1,2,2,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Prenzlauer Berg Nord,25,2,1.5,90,2,1,1,1,0.03,25,11657537,Prenzlauer Berg Nord,Entire apartment,3.2188758248682006,4,0.6931471805599453,0.4804530139182014,0,0,1.0986122886681098,1,2,2,1,0,0,0
0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,Entire apartment,Prenzlauer Berg Süd,123,4,1,98,169,1,4,1,2.92,123,11661596,Prenzlauer Berg Süd,Entire apartment,4.812184355372417,16,1.3862943611198906,1.9218120556728056,0,0,5.135798437050262,1,2,3,3,0,0,0
0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Kurfürstendamm,55,2,1,100,5,1,30,2,0.1,55,11662528,Kurfürstendamm,Entire apartment,4.007333185232471,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,0,1.791759469228055,1,2,2,3,0,0,0
0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,Entire apartment,Prenzlauer Berg Nord,85,5,1,97,120,2,3,6,2.1,85,11665059,Prenzlauer Berg Nord,Entire apartment,4.442651256490317,25,1.6094379124341003,2.5902903939802346,1.791759469228055,0.6931471805599453,4.795790545596741,2,2,3,3,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Entire apartment,Südliche Friedrichstadt,40,2,1,100,1,1,1,2,0.02,40,11674723,Südliche Friedrichstadt,Entire apartment,3.6888794541139363,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,0,0.6931471805599453,1,2,2,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,Entire apartment,Rixdorf,45,2,1,93,6,1,3,2,0.11,45,11675495,Rixdorf,Entire apartment,3.8066624897703196,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,0,1.9459101490553132,1,2,2,3,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Entire apartment,Prenzlauer Berg Südwest,72,3,1,93,3,2,4,2,0.05,72,11685468,Prenzlauer Berg Südwest,Entire apartment,4.276666119016055,9,1.0986122886681098,1.206948960812582,0.6931471805599453,0.6931471805599453,1.3862943611198906,2,2,2,3,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Tempelhofer Vorstadt,70,4,1,97,1,1,2,2,0.02,70,11691415,Tempelhofer Vorstadt,Entire apartment,4.248495242049359,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0,0.6931471805599453,1,2,2,2,1,0,0
0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Ost 1,111,6,2,100,2,2,2,3,0.04,111,11695502,Ost 1,Entire apartment,4.709530201312334,36,1.791759469228055,3.210401995568401,1.0986122886681098,0.6931471805599453,1.0986122886681098,2,3,2,2,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,Entire apartment,Reuterstraße,85,4,1,89,82,1,3,2,1.42,85,11703105,Reuterstraße,Entire apartment,4.442651256490317,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0,4.418840607796598,1,2,3,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Entire loft,nördliche Luisenstadt,50,2,1,93,9,1,8,1,0.16,50,11704602,nördliche Luisenstadt,Entire loft,3.912023005428146,4,0.6931471805599453,0.4804530139182014,0,0,2.302585092994046,1,2,2,3,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,Entire apartment,Tempelhof,78,2,1,100,1,1,3,1,0.07,78,11704908,Tempelhof,Entire apartment,4.356708826689592,4,0.6931471805599453,0.4804530139182014,0,0,0.6931471805599453,1,2,2,3,0,0,0
0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Frankfurter Allee Süd FK,75,3,1,96,7,1,3,2,0.12,75,11704966,Frankfurter Allee Süd FK,Entire apartment,4.31748811353631,9,1.0986122886681098,1.206948960812582,0.6931471805599453,0,2.0794415416798357,1,2,2,3,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Entire apartment,Prenzlauer Berg Nord,40,2,1,90,2,2,7,2,0.03,40,11708365,Prenzlauer Berg Nord,Entire apartment,3.6888794541139363,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,0.6931471805599453,1.0986122886681098,2,2,2,3,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Entire apartment,Helmholtzplatz,60,2,1,100,1,1,3,1,0.02,60,11708964,Helmholtzplatz,Entire apartment,4.0943445622221,4,0.6931471805599453,0.4804530139182014,0,0,0.6931471805599453,1,2,2,3,0,0,0
0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,Entire condominium,Brunnenstr. Süd,76,2,1,95,77,1,3,1,1.47,76,11712065,Brunnenstr. Süd,Entire condominium,4.330733340286331,4,0.6931471805599453,0.4804530139182014,0,0,4.356708826689592,1,2,3,3,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Alexanderplatz,44,2,1,100,1,1,1,1,0.02,44,11732335,Alexanderplatz,Entire apartment,3.784189633918261,4,0.6931471805599453,0.4804530139182014,0,0,0.6931471805599453,1,2,2,1,0,0,0
0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,Entire apartment,nördliche Luisenstadt,60,4,1,95,11,2,20,2,0.19,60,11732853,nördliche Luisenstadt,Entire apartment,4.0943445622221,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0.6931471805599453,2.4849066497880004,2,2,2,3,0,0,0
0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,Entire apartment,Tiergarten Süd,113,2,1,100,14,1,2,0,0.24,113,11733121,Tiergarten Süd,Entire apartment,4.727387818712341,4,0.6931471805599453,0.4804530139182014,0,0,2.70805020110221,1,2,2,2,0,0,0
0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,Entire loft,Südliche Friedrichstadt,89,2,1,80,1,1,14,1,0.58,89,11743062,Südliche Friedrichstadt,Entire loft,4.48863636973214,4,0.6931471805599453,0.4804530139182014,0,0,0.6931471805599453,1,2,2,3,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Tiergarten Süd,40,2,1,90,2,1,1,2,0.03,40,11751908,Tiergarten Süd,Entire apartment,3.6888794541139363,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,0,1.0986122886681098,1,2,2,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Entire apartment,Tempelhof,29,4,1,80,2,2,1,1,0.03,29,11752167,Tempelhof,Entire apartment,3.367295829986474,16,1.3862943611198906,1.9218120556728056,0,0.6931471805599453,1.0986122886681098,2,2,2,1,0,0,0
0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,Entire apartment,Frankfurter Allee Süd FK,42,2,1,100,1,1,21,1,0.03,42,11763620,Frankfurter Allee Süd FK,Entire apartment,3.7376696182833684,4,0.6931471805599453,0.4804530139182014,0,0,0.6931471805599453,1,2,2,3,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Alexanderplatz,90,3,1,97,0,1,3,2,0.33,90,11775032,Alexanderplatz,Entire apartment,4.499809670330265,9,1.0986122886681098,1.206948960812582,0.6931471805599453,0,0,1,2,1,3,1,1,1
0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,Entire apartment,Frankfurter Allee Süd,75,4,1,96,156,1,2,1,2.73,75,11775402,Frankfurter Allee Süd,Entire apartment,4.31748811353631,16,1.3862943611198906,1.9218120556728056,0,0,5.056245805348308,1,2,3,2,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,Entire loft,Prenzlauer Berg Nordwest,140,5,2,99,21,3,5,5,0.36,140,11778849,Prenzlauer Berg Nordwest,Entire loft,4.941642422609304,25,1.6094379124341003,2.5902903939802346,1.6094379124341003,1.0986122886681098,3.091042453358316,3,3,2,3,0,0,0
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Entire apartment,Schillerpromenade,40,3,1,100,1,2,20,4,0.02,40,11780476,Schillerpromenade,Entire apartment,3.6888794541139363,9,1.0986122886681098,1.206948960812582,1.3862943611198906,0.6931471805599453,0.6931471805599453,2,2,2,3,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Entire apartment,Wedding Zentrum,65,2,1,94,14,1,3,1,0.61,65,11781285,Wedding Zentrum,Entire apartment,4.174387269895637,4,0.6931471805599453,0.4804530139182014,0,0,2.70805020110221,1,2,2,3,0,0,0
